racekey,horse_number,horse_name,order_of_finish,popularity,horse_weight,tanshou_odds,hukushou_odds,tanshou_odds_at10,hukushou_odds_at10,IDM
515320904,1110640520150607,ギブアンドテイク　　　　　　　　　　,4,5,496,17,2.4,11.9,2.8,49
515320905,1110439620150607,レッドオラシオン　　　　　　　　　　,8,12,454,115.6,11,58,7,47
515320906,1110251220150607,サーストンコラルド　　　　　　　　　,2,1,464,1.9,1.1,1.9,1.1,56
515320907,1010481320150607,ノーヒッター　　　　　　　　　　　　,9,4,472,13.7,2.1,17.5,1.7,46
515320908,1110494920150607,ヨッテウタッテ　　　　　　　　　　　,13,13,468,184.8,21.4,70.7,10,40
515320909,1110639420150607,ショウナンバッハ　　　　　　　　　　,1,3,428,6.1,1.4,8.2,1.8,56
515320910,1210260420150607,コスモボアソルテ　　　　　　　　　　,6,8,482,62.5,6.4,39.8,4.7,47
515320911,1111001820150607,アワフレイム　　　　　　　　　　　　,10,10,472,74.7,6.3,41.9,5.6,47
515320912,1210069120150607,マイネルリード　　　　　　　　　　　,5,7,482,47.5,3.9,32.2,4.4,47
515320913,1110281620150607,ブラックシェンロン　　　　　　　　　,12,11,472,113.9,7.1,69.5,6.2,45
515321001,1210004820150607,アイライン　　　　　　　　　　　　　,1,2,434,6.6,1.6,9.6,2.3,57
515321002,1010225220150607,クリノタカラチャン　　　　　　　　　,3,9,416,41.2,5.2,25.2,3.7,54
515321003,1010033620150607,クロイゼリンチャン　　　　　　　　　,7,5,444,16.5,3.1,11,2.4,49
515321004,1010247720150607,ケツァルコアトル　　　　　　　　　　,12,10,506,49.1,5.5,33,4.3,44
515321005,1110513620150607,マイネルディアベル　　　　　　　　　,2,3,456,7.5,1.8,7.6,2.6,57
515321006,1010241220150607,ロマネクイーン　　　　　　　　　　　,4,6,470,20.3,4.4,12.6,2.9,55
515321007,910551220150607,キングクリチャン　　　　　　　　　　,11,15,496,189.2,23.8,102.5,10.7,46
515321008,911007120150607,ダークマレイン　　　　　　　　　　　,10,12,478,68.6,7.8,39.2,6.2,48
515321009,1210410320150607,マリオーロ　　　　　　　　　　　　　,5,1,480,1.7,1.1,2,1.1,55
515321010,910045720150607,アポロパレス　　　　　　　　　　　　,6,13,484,130.4,17.5,74.1,8.5,51
515321011,1010655020150607,メイショウオオゼキ　　　　　　　　　,9,11,482,61.9,7.6,33.2,5,49
515321012,1010015720150607,ジーニマジック　　　　　　　　　　　,14,7,474,23.1,3.2,19.1,3.5,43
515321013,910508620150607,キネオピューマ　　　　　　　　　　　,8,4,460,8.2,1.7,9.6,2.6,50
515321014,910270620150607,エクスクライム　　　　　　　　　　　,13,8,462,32.8,3.9,27.3,4.6,43
515321015,1110391220150607,ロンギングケイシー　　　　　　　　　,15,14,482,178,19.2,84.4,8.3,41
515321101,910246920150607,サンライズメジャー　　　　　　　　　,11,10,484,31.4,4.9,26.2,4.7,67
515321102,810555420150607,ダノンシャーク　　　　　　　　　　　,10,5,454,8.2,2.2,9.2,2.1,69
515321103,910592520150607,ダイワマッジョーレ　　　　　　　　　,16,8,438,23.3,4.8,22.5,5.2,67
515321104,1010209420150607,メイショウマンボ　　　　　　　　　　,14,15,500,59.9,10.5,48.3,9.6,65
515321105,1110391620150607,ミッキーアイル　　　　　　　　　　　,15,4,480,8.1,2.5,7.8,2.6,65
515321106,1110065520150607,モーリス　　　　　　　　　　　　　　,1,1,510,3.7,1.8,4.2,2.2,75
515321107,810103120150607,サクラゴスペル　　　　　　　　　　　,17,13,492,46.6,8.8,37.9,8.5,65
515321108,1010177520150607,レッドアリオン　　　　　　　　　　　,8,7,488,22.2,4.8,18.7,4.7,68
515321109,810324420150607,リアルインパクト　　　　　　　　　　,12,6,524,13.1,3.7,12.7,3.9,66
515321110,910603520150607,フィエロ　　　　　　　　　　　　　　,4,2,506,4.3,1.5,5,1.6,71
515321111,910638420150607,ブレイズアトレイル　　　　　　　　　,6,17,492,104.8,15.7,73.2,11.5,70
515321112,910500920150607,クラレント　　　　　　　　　　　　　,3,12,496,42.7,6.7,36.7,6.1,72
515321113,910652520150607,ヴァンセンヌ　　　　　　　　　　　　,2,3,502,6.6,2,6.3,2.3,76
515321114,910582520150607,サトノギャラント　　　　　　　　　　,13,14,502,50.8,8.7,43.3,7.3,68
515321115,910426420150607,ケイアイエレガント　　　　　　　　　,5,11,530,41.7,6.2,30.9,5.9,70
515321116,910623020150607,カレンブラックヒル　　　　　　　　　,7,9,478,25.6,6.7,20.6,5.9,70
515321117,910577120150607,エキストラエンド　　　　　　　　　　,9,16,466,80.8,10.1,57.6,8,68
515321201,1110356720150607,ジャッカスバーク　　　　　　　　　　,6,5,542,10.4,2.7,9.1,3.2,51
515321202,910095720150607,ビットアレグロ　　　　　　　　　　　,11,13,486,175.8,27.3,84.7,13.3,42
515321203,1011003120150607,ヤンキーソヴリン　　　　　　　　　　,9,10,490,44,5,34.2,4.6,46
515321204,1010009320150607,アクションバイオ　　　　　　　　　　,15,7,496,19.4,3.1,8,1.4,28
515321205,1010106320150607,インパラトール　　　　　　　　　　　,12,11,514,54.5,10.7,23.7,7.8,40
515321206,1110200820150607,メイショウワコン　　　　　　　　　　,5,6,510,18.6,3.9,19,2.6,52
515321207,1010571420150607,ハコダテナイト　　　　　　　　　　　,3,3,506,6.1,1.5,8.8,2.3,55
515321208,1010134420150607,リラコサージュ　　　　　　　　　　　,4,8,442,20.9,4.2,9,2.5,54
515321209,1110654420150607,メガオパールカフェ　　　　　　　　　,1,1,538,2.5,1.2,3.4,1.5,60
515321210,910620120150607,ヒカルソラフネ　　　　　　　　　　　,14,14,482,230.6,41,106.3,16.9,37
515321211,910443120150607,ベニノアロー　　　　　　　　　　　　,13,15,458,377.9,58,195.5,21.8,38
515321212,1010198220150607,ワンダーアベニール　　　　　　　　　,10,12,480,78.1,12,43.4,8.1,45
515321213,910068020150607,ニットウビクトリー　　　　　　　　　,2,9,484,22.8,3.2,20,3.6,58
515321214,910576220150607,オメガスパーキング　　　　　　　　　,8,4,488,9.2,2.3,8.7,3.2,47
515321215,1110226920150607,サトノアルバトロス　　　　　　　　　,7,2,500,4.3,1.6,6.1,2.5,48
915320101,1210036720150607,テイエムオタカラ　　　　　　　　　　,5,5,448,19.2,3.3,11.9,2.7,27
915320102,1210564620150607,メイショウコーラル　　　　　　　　　,16,14,404,227.9,34.8,101.2,15.3,11
915320103,1210636320150607,マルトクビクトリー　　　　　　　　　,4,2,452,8.9,1.5,9.5,1.5,24
915320104,1210413020150607,レッドアナベル　　　　　　　　　　　,12,8,438,50.1,6.5,27.4,4.1,13
915320105,1210357220150607,スナークエンジェル　　　　　　　　　,3,6,444,28.6,2.8,30.6,2.7,28
915320106,1210136120150607,ダンツストーン　　　　　　　　　　　,13,9,450,71.8,6,50.5,5.7,14
915320107,1210057420150607,ヤマニンプチローブ　　　　　　　　　,15,16,436,408.9,35.6,208,22.8,13
915320108,1210179920150607,クラウンラフィナ　　　　　　　　　　,9,13,460,175.4,13.9,119.5,11.7,22
915320109,1210155320150607,アンフィシアター　　　　　　　　　　,10,12,440,163.5,14.8,118.5,11.4,17
915320110,1210505520150607,ゲスワット　　　　　　　　　　　　　,11,15,458,270.3,30.3,214.2,25.2,20
915320111,1210587620150607,ボルテックスセドナ　　　　　　　　　,8,7,462,34.8,3.1,37.9,4,25
915320112,1210351920150607,グローバルスター　　　　　　　　　　,6,11,422,93.3,11.5,45.1,6,24
915320113,1210040620150607,シゲルゴホウサイ　　　　　　　　　　,7,4,406,12.5,1.7,12.7,1.8,27
915320114,1210421020150607,グラッブユアコート　　　　　　　　　,1,1,458,1.2,1,1.3,1,37
915320115,1210526320150607,セングウ　　　　　　　　　　　　　　,2,3,450,11.9,1.5,15.9,1.9,34
915320116,1210587720150607,カネトシハートフル　　　　　　　　　,14,10,394,89.7,8.6,63.9,7.3,20
915320201,1210599820150607,ビービーボヌール　　　　　　　　　　,5,5,480,11.9,2.5,12.5,3.5,30
915320202,1210493720150607,エンリケ　　　　　　　　　　　　　　,11,9,442,22.6,3.5,17.1,4.1,21
915320203,1210057920150607,クローザー　　　　　　　　　　　　　,8,4,438,7.5,1.6,11.1,2.4,22
915320204,1210635820150607,コパノチャーリー　　　　　　　　　　,1,1,502,2.9,1.2,3.3,1.3,47
915320205,1210426620150607,リュクスカフェ　　　　　　　　　　　,4,10,444,23.4,5.3,19.2,6.2,31
915320206,1210595320150607,ワールドカップ　　　　　　　　　　　,9,7,460,18.9,4.3,15.9,3.5,26
915320207,1210600320150607,シゲルヒノクニ　　　　　　　　　　　,12,13,488,217.7,35,89.5,13.5,21
915320208,1210182820150607,テイエムラータワー　　　　　　　　　,14,15,434,243.4,46,110.2,22.1,10
915320209,1210176820150607,ハクサンワールド　　　　　　　　　　,13,6,464,16.4,4,11.7,2.6,20
915320210,1210113920150607,オイルタウン　　　　　　　　　　　　,3,8,448,21.9,3.5,22.6,3,37
915320211,1210193720150607,シンゲキ　　　　　　　　　　　　　　,6,3,506,6.6,2,4.7,1.6,30
915320212,1210006820150607,ツジスーパーハヤテ　　　　　　　　　,10,12,454,207.8,27.3,131.2,15.2,18
915320213,1210514320150607,ペイシャウェヌス　　　　　　　　　　,16,16,452,254.3,41.7,118.8,27.2,-7
915320214,1210558020150607,メイショウカルデラ　　　　　　　　　,15,14,488,224,47.6,80.3,16.8,8
915320215,1210086920150607,ビップハテンコウ　　　　　　　　　　,7,11,492,97.9,11.8,90.5,8.7,27
915320216,1210316620150607,カラーラビアンコ　　　　　　　　　　,2,2,484,3.7,1.2,4.6,1.3,38
915320301,1210025820150607,ヴェリタスキング　　　　　　　　　　,3,2,474,3.5,1.3,3.7,1.4,36
915320302,1210328820150607,フェイバーシチー　　　　　　　　　　,7,10,496,53.1,7.4,27.1,5.5,30
915320303,1210386220150607,トーアチチカカ　　　　　　　　　　　,15,12,470,112.5,13.9,60.1,9.6,6
915320304,1210578720150607,ワンダーヴァローレ　　　　　　　　　,8,11,488,93.1,14.4,74.7,11.9,29
915320305,1210615020150607,マルシゲジャパン　　　　　　　　　　,2,8,458,35.1,5,21.1,4.1,35
915320306,1210385620150607,エイダイサンデー　　　　　　　　　　,4,3,430,6.7,1.7,7.1,2.1,36
915320307,1210408320150607,リーサルストライク　　　　　　　　　,0,0,0,      ,      ,      ,      ,   
915320308,1210642020150607,パワーオブワード　　　　　　　　　　,14,13,430,132,22.6,79.3,10.1,6
915320309,1210550520150607,タイキフロンティア　　　　　　　　　,5,7,460,30.1,4.9,24.2,4.5,29
915320310,1210556520150607,ツキノアカリ　　　　　　　　　　　　,6,14,448,207.9,28.6,101.1,10.9,31
915320311,1210561320150607,トップリバティ　　　　　　　　　　　,1,1,514,2.8,1.2,4.2,1.2,40
915320312,1210535220150607,インクレディブル　　　　　　　　　　,9,9,512,51.2,7.5,26.9,3.3,27
915320313,1210535820150607,ヘイムダル　　　　　　　　　　　　　,12,4,484,7.6,1.7,5.4,1.9,20
915320314,1210083620150607,ヒメキヨヒダカ　　　　　　　　　　　,13,6,456,11.7,3,8.5,2.4,14
915320315,1210525520150607,コンコード　　　　　　　　　　　　　,10,5,526,8,1.8,10.9,2.8,24
915320316,1210607520150607,ウォーターマハロ　　　　　　　　　　,11,15,504,345.4,47.3,189.2,19.5,22
915320401,910543020150607,トニーポケット　　　　　　　　　　　,5,6,488,29.8,3.9,16.5,4.3,   
915320402,910459120150607,アーサーバローズ　　　　　　　　　　,6,10,484,80.4,9.3,38.6,7.9,   
915320403,1110183320150607,フェミニンドレス　　　　　　　　　　,8,11,438,99.6,9.5,38.9,8.1,   
915320404,1110063720150607,テイエムオドロキ　　　　　　　　　　,0,0,0,      ,      ,      ,      ,   
915320405,1010307420150607,ワイルドアンセム　　　　　　　　　　,4,8,498,32.5,3.8,17.4,3.1,   
915320406,910264420150607,スノードン　　　　　　　　　　　　　,3,1,488,2.6,1.2,3,1.6,   
915320407,910177320150607,ワンダージェニアル　　　　　　　　　,12,12,516,117.4,14.7,38.7,10.2,   
915320408,710470320150607,ニューコネクション　　　　　　　　　,11,13,488,283.7,25.7,99.9,20.8,   
915320409,910662820150607,ニシノカチヅクシ　　　　　　　　　　,10,9,482,40.2,5.5,32.3,5.1,   
915320410,810441320150607,アイティテイオー　　　　　　　　　　,7,2,462,3.6,1.3,5,1.7,   
915320411,810304720150607,アドマイヤバートン　　　　　　　　　,2,5,492,10.4,2.1,9.3,2.1,   
915320412,910018820150607,サンライズスマート　　　　　　　　　,0,3,480,4.9,1.7,4.7,1.7,   
915320413,1110217720150607,マイネルピクトル　　　　　　　　　　,1,7,496,30.2,5.2,11.3,2.9,   
915320414,1010409620150607,トーセンハナミズキ　　　　　　　　　,9,4,464,6.7,1.6,10.6,2.1,   
915320501,1310461720150607,コウエイテンマ　　　　　　　　　　　,1,8,442,29.5,4.1,12.8,2.4,34
915320502,1310172120150607,タガノカイリ　　　　　　　　　　　　,4,4,466,9,1.8,7.9,1.5,23
915320503,1310904820150607,クリノアルハンブラ　　　　　　　　　,7,9,442,64.3,9,38.8,5.9,14
915320504,1310202720150607,キタイチサクラ　　　　　　　　　　　,5,2,442,6.1,1.4,8.1,2.1,23
915320505,1310204820150607,クールヒョウマ　　　　　　　　　　　,10,10,496,84.1,12.4,43.6,6.6,-31
915320506,1310391520150607,ヤマニンラファール　　　　　　　　　,8,7,450,27.3,3.4,14.5,2.8,6
915320507,1310302420150607,マテラアリオン　　　　　　　　　　　,2,1,450,1.7,1.1,2.1,1.1,31
915320508,1310169320150607,シゲルシマアジ　　　　　　　　　　　,6,3,434,8.2,1.3,7.8,1.6,15
915320509,1310316420150607,ガールズティアラ　　　　　　　　　　,3,6,448,21.7,3.6,18.2,3,24
915320510,1310333120150607,タイセイマライカ　　　　　　　　　　,9,5,412,12.7,1.9,11,2.3,8
915320601,1210572120150607,ダイゴサクラ　　　　　　　　　　　　,3,7,468,20.8,3.5,11.8,2.5,35
915320602,1210252320150607,シーザーバローズ　　　　　　　　　　,8,4,432,9.4,2.5,8.6,3.1,30
915320603,1210056120150607,ヤマニンロードン　　　　　　　　　　,7,3,468,4.3,1.4,5.5,1.6,31
915320604,1210512220150607,エイシンシャンプー　　　　　　　　　,18,16,454,155.5,23.9,73.5,11.7,10
915320605,1210011520150607,グランソルティス　　　　　　　　　　,5,6,468,14.6,2.5,17.8,3.8,37
915320606,1210549820150607,メイショウミツボシ　　　　　　　　　,4,8,462,29.9,4.7,18.4,4.1,37
915320607,1210039420150607,リミットレス　　　　　　　　　　　　,13,11,480,49.1,7.2,26.6,5.8,20
915320608,1210487820150607,ミッキーカーニバル　　　　　　　　　,1,1,474,3.1,1.2,3.7,1.5,43
915320609,1210609920150607,メイショウアルパ　　　　　　　　　　,9,10,458,37.7,6.5,35.6,3.9,24
915320610,1210352420150607,ウエスタンネネ　　　　　　　　　　　,16,17,484,244.4,45.5,152.8,22.7,19
915320611,1210597520150607,エドノジョンソン　　　　　　　　　　,6,9,456,33.2,5.3,15.9,3.6,35
915320612,1210398020150607,クィーンチャーム　　　　　　　　　　,2,2,444,3.8,1.4,4.5,1.9,40
915320613,1210338520150607,ノーブルヴィサージ　　　　　　　　　,12,18,430,269.6,45,105.5,15.6,22
915320614,1211008220150607,アワードジャック　　　　　　　　　　,15,5,450,14.6,3.5,22.5,4.8,13
915320615,1210378120150607,ワイドバディーズ　　　　　　　　　　,14,13,396,121.7,15.9,53.2,9.9,18
915320616,1210066220150607,ワキノハガクレ　　　　　　　　　　　,11,12,416,114.5,20.8,51.6,7.3,23
915320617,1210005820150607,オヤマタイザン　　　　　　　　　　　,17,14,476,131.9,24.8,43.7,15.2,16
915320618,1210305820150607,スリーロード　　　　　　　　　　　　,10,15,410,135.8,23.4,67.2,12.7,25
915320701,1110251620150607,シゲルエッチュウ　　　　　　　　　　,10,10,448,60.6,5.3,51.6,5.5,35
915320702,1210219420150607,ヤマイチレジェンド　　　　　　　　　,11,6,510,30.2,3.3,25.5,4.9,27
915320703,1110365220150607,ネオジェネシス　　　　　　　　　　　,1,1,522,1.5,1.1,1.6,1.1,50
915320704,1110507120150607,ヴァンクウィッシュ　　　　　　　　　,5,7,486,31.4,3.5,32.5,5.6,44
915320705,1110554820150607,オウケンゴールド　　　　　　　　　　,6,2,478,4.9,1.3,9,2,39
915320706,1110073820150607,セルリアンラッシュ　　　　　　　　　,15,16,466,194.9,30.3,72.3,10.5,21
915320707,1110068820150607,トラヴィス　　　　　　　　　　　　　,8,5,482,26.2,3.9,14.8,3,41
915320708,1110434020150607,マルカロゼッタ　　　　　　　　　　　,3,4,506,19.6,2.4,20.4,3.3,46
915320709,1110097620150607,ショウナンガッチャ　　　　　　　　　,4,11,484,62.6,6,32.6,4.8,44
915320710,1210583020150607,オルナ　　　　　　　　　　　　　　　,2,3,498,6.9,1.5,6.3,1.7,45
915320711,1110267320150607,ミッキーナイト　　　　　　　　　　　,14,14,466,132.5,12.9,62.5,8.3,27
915320712,1010102520150607,シャトーウインド　　　　　　　　　　,7,8,472,39.1,3.9,30.9,3.2,40
915320713,1010388720150607,ラルゴスパーダ　　　　　　　　　　　,13,15,488,167.2,18.6,28.2,3.6,29
915320714,1110137220150607,ダンツトゥルース　　　　　　　　　　,16,13,480,83.5,14.6,115.5,10.8,23
915320715,1210208020150607,マヤノパーチェム　　　　　　　　　　,12,9,478,57.1,5.8,35.8,5,30
915320716,1010176020150607,コピーライター　　　　　　　　　　　,9,12,510,72.7,6.9,38,4.1,40
915320801,1110147120150607,ウイントゥモロー　　　　　　　　　　,2,4,506,6.1,1.8,4.3,1.7,49
915320802,810144520150607,サウンドバスター　　　　　　　　　　,9,10,492,54.1,10.4,29.9,4.6,44
915320803,1010609320150607,テイエムレオネッサ　　　　　　　　　,8,9,498,46.8,6.3,19.9,4.1,41
915320804,1110343120150607,オカホンコー　　　　　　　　　　　　,5,3,486,4.8,1.5,3.7,1.9,49
915320805,1010441220150607,サダムロードショー　　　　　　　　　,3,2,460,3.5,1.3,7.5,1.9,50
915320806,1110069720150607,キンコバン　　　　　　　　　　　　　,4,8,476,29.2,3.8,27.1,4,45
915320807,1010412620150607,ミッキーサクセス　　　　　　　　　　,10,7,508,19.1,2.8,14.4,2.4,42
915320808,1110341220150607,ナインテイルズ　　　　　　　　　　　,1,1,476,3.2,1.3,4.4,1.5,53
915320809,1010176720150607,エリモジパング　　　　　　　　　　　,6,6,476,17,3.3,12.3,2.9,45
915320810,1110056020150607,バーンアウル　　　　　　　　　　　　,7,11,454,87.4,8.3,36.9,5.9,47
915320811,1110367320150607,ピースメーカー　　　　　　　　　　　,11,5,474,11.4,2.6,9.4,2.8,28
915320901,1110157420150607,リヴィエール　　　　　　　　　　　　,6,6,460,10.3,2.4,10,2.8,47
915320902,1010442720150607,リオグランデ　　　　　　　　　　　　,9,5,446,10,2.7,9.6,2,45
915320903,1210443120150607,カプリチオーソ　　　　　　　　　　　,11,10,446,46.9,7.4,27.4,4.7,38
915320904,1210202620150607,サウンドアプローズ　　　　　　　　　,1,3,486,5.2,1.7,5.8,2.1,53
915320905,1110147920150607,メイショウラバンド　　　　　　　　　,5,11,428,86.2,13.3,39.9,5.6,48
915320906,1010326620150607,ダンツアトラス　　　　　　　　　　　,8,8,476,16.9,3.6,11.5,3.6,45
915320907,1110412820150607,ヴィンテージローズ　　　　　　　　　,3,1,444,3,1.2,3.4,1.2,52
915320908,1110399320150607,ガルデルスリール　　　　　　　　　　,2,2,464,4.7,1.5,6.7,2,55
915320909,1110485920150607,ボールドジャパン　　　　　　　　　　,7,7,504,14.7,3.4,17.8,3.4,46
915320910,1110148920150607,ラガーギアチェンジ　　　　　　　　　,12,9,470,29.9,5.5,22.7,4.9,39
915320911,1110034120150607,スパイスシャワー　　　　　　　　　　,10,12,456,190.2,33.5,87.3,11.5,44
915320912,1110355420150607,ランドオザリール　　　　　　　　　　,4,4,518,8,1.7,5.5,1.7,52
915321001,1010555420150607,フミノメモリー　　　　　　　　　　　,11,6,524,12.3,3,8.7,2.4,50
915321002,1010488020150607,メイショウソレイユ　　　　　　　　　,9,10,462,84.4,11.6,47.3,7.1,49
915321003,1010201120150607,サンライズワールド　　　　　　　　　,6,5,448,8.3,1.9,8.6,2.1,52
915321004,810001320150607,ジャマイカジョー　　　　　　　　　　,8,9,460,47.6,6.1,21.9,2.9,50
915321005,1210049720150607,タガノクレイオス　　　　　　　　　　,7,2,486,4.4,1.5,6.3,2.1,49
915321006,1110255620150607,メイショウスミトモ　　　　　　　　　,3,1,470,2.7,1.2,2.9,1.5,56
915321007,710105320150607,エクセルフラッグ　　　　　　　　　　,10,11,518,100.7,11.5,65.3,9.8,49
915321008,1010463120150607,ゴーイングベル　　　　　　　　　　　,5,8,516,34.9,6.4,24.9,5.3,52
915321009,1110554520150607,フォローハート　　　　　　　　　　　,1,3,464,5.4,1.5,5.8,1.6,59
915321010,1010262120150607,スズカアドニス　　　　　　　　　　　,4,7,488,18,3.5,11.2,2.3,54
915321011,1210179720150607,カラパナビーチ　　　　　　　　　　　,2,4,542,6.6,1.7,7,2.4,56
915321101,810289520150607,ハーキュリーズ　　　　　　　　　　　,11,7,452,26.5,3.1,21.3,4.5,54
915321102,810173720150607,マルタカシクレノン　　　　　　　　　,8,5,504,11.1,2.1,9.7,2.5,58
915321103,910659520150607,プレミアムタイム　　　　　　　　　　,4,10,516,102.2,11.1,52.4,10.3,58
915321104,910157320150607,レインフォール　　　　　　　　　　　,9,3,430,8.6,1.8,6.2,2.1,56
915321105,710357220150607,アイウォントユー　　　　　　　　　　,10,11,466,133.6,15.5,52.3,12.7,57
915321106,1110409720150607,ラングレー　　　　　　　　　　　　　,3,1,484,2,1.1,2.6,1.4,60
915321107,1010378020150607,ノボリディアーナ　　　　　　　　　　,1,8,452,44.8,6.7,16.1,4.7,64
915321108,1110118820150607,マテンロウボス　　　　　　　　　　　,2,2,468,3.9,1.3,5.4,1.9,63
915321109,1010054020150607,ミヤジタイガ　　　　　　　　　　　　,7,6,504,11.5,1.9,10.2,1.2,58
915321110,910022020150607,エーシングングン　　　　　　　　　　,5,9,482,48.8,5.7,30.6,7.2,58
915321111,1010439620150607,リヤンドファミユ　　　　　　　　　　,6,4,458,8.9,1.8,6.5,1.2,59
915321201,1210138620150607,ダノンブライト　　　　　　　　　　　,9,4,462,8.2,2.3,12.9,3.6,39
915321202,1210085420150607,セルリアンコスモ　　　　　　　　　　,14,11,502,27.9,7.2,21.4,5.3,22
915321203,1110485520150607,サウススターマン　　　　　　　　　　,4,8,494,17,4.5,10.6,5.7,45
915321204,1210567720150607,サンビショップ　　　　　　　　　　　,13,12,456,41,7.2,24.4,6.6,33
915321205,1210551920150607,スーサンジョイ　　　　　　　　　　　,2,1,498,2.9,1.3,5.6,2,50
915321206,1210284520150607,ラブミークン　　　　　　　　　　　　,6,9,464,17.7,3.9,11.8,3.1,36
915321207,1010205020150607,アドマイヤスパーズ　　　　　　　　　,3,6,496,14,3.4,12.8,4.5,49
915321208,1210395920150607,アドマイヤリバティ　　　　　　　　　,5,2,474,6.6,1.9,6.3,1.9,44
915321209,1010020120150607,ナムラケンシロウ　　　　　　　　　　,12,10,456,26.9,5.4,20.5,5.3,36
915321210,1110221220150607,アームストロング　　　　　　　　　　,16,16,432,222.7,45.6,119.5,20.9,13
915321211,1010100120150607,ピエナトップガン　　　　　　　　　　,11,13,472,48.2,8.3,28.1,2.5,40
915321212,1110158820150607,チョウエンペラー　　　　　　　　　　,10,14,460,73.1,8.5,13.7,2.9,40
915321213,910503920150607,ヴェアデイロス　　　　　　　　　　　,7,5,444,8.6,1.9,13.9,3.5,41
915321214,1110507720150607,プロスパー　　　　　　　　　　　　　,1,3,498,7.4,2.4,6.9,2.9,54
915321215,1110653820150607,ワンダーアジル　　　　　　　　　　　,15,7,450,16.6,4,10.8,4.6,17
915321216,910351420150607,スズカチャンプ　　　　　　　　　　　,8,15,498,113.5,20.2,35.6,9.4,40
615510101,1310293320151205,ネイチャーポイント　　　　　　　　　,10,10,496,42.7,7.7,32.9,5.1,22
615510102,1310103620151205,イデアオブダンディ　　　　　　　　　,4,11,460,87.2,16.4,75.9,12.7,31
615510103,1310373520151205,メイショウトビザル　　　　　　　　　,6,3,480,5.7,1.5,4.7,1.5,28
615510104,1310445120151205,ミヤコノアバランチ　　　　　　　　　,14,8,472,25.6,5.4,19.8,4,11
615510105,1310280020151205,ウィンディ　　　　　　　　　　　　　,7,7,434,15.9,3.6,19.7,3,26
615510106,1310442920151205,ギンゴー　　　　　　　　　　　　　　,1,4,482,6.9,1.7,9.4,2,39
615510107,1310631220151205,ニッポンイチ　　　　　　　　　　　　,13,15,458,342.3,60.2,233.7,46.3,11
615510108,1310316520151205,ラブユーモア　　　　　　　　　　　　,16,12,444,255.9,43.2,223.3,27.4,-28
615510109,1310477020151205,カンタベリーマイン　　　　　　　　　,3,6,450,14.1,2.8,15.2,2.5,32
615510110,1310434920151205,ラブジェネラル　　　　　　　　　　　,8,2,478,5.6,1.5,6.7,1.7,25
615510111,1310003920151205,セトノチェーサー　　　　　　　　　　,15,14,470,295.6,34.8,277.4,29.7,1
615510112,1310122720151205,クラウンネロ　　　　　　　　　　　　,9,9,462,29.1,4.5,28.3,4.4,26
615510113,1310025820151205,ドラゴンイモン　　　　　　　　　　　,11,13,470,263.9,32,171.1,19.5,22
615510114,1310370420151205,ルビーアゲン　　　　　　　　　　　　,12,16,444,373.9,82.6,297.9,56.1,20
615510115,1310086920151205,デルマジロキチ　　　　　　　　　　　,5,5,448,11.9,2.7,22.3,3,31
615510116,1310051320151205,シゲルヒラマサ　　　　　　　　　　　,2,1,468,2.4,1.1,2,1.1,35
615510201,1310407220151205,アイスクリン　　　　　　　　　　　　,16,10,458,34.3,7,27.9,4.3,-32
615510202,1310471320151205,コパノリクエスト　　　　　　　　　　,13,3,556,6.4,1.5,7,2.1,1
615510203,1310193920151205,マイネルトゥラン　　　　　　　　　　,8,6,480,13.9,3.5,8.8,2.9,16
615510204,1310512520151205,サムライフォンテン　　　　　　　　　,12,11,468,141.7,22.2,73.6,11.2,6
615510205,1310005620151205,モリトオオトネ　　　　　　　　　　　,10,9,532,30,4.3,39.4,5.8,14
615510206,1310637920151205,ウィリアムボーイ　　　　　　　　　　,15,16,444,435.7,51,158.4,19.9,-7
615510207,1310263320151205,キタノカミカゼ　　　　　　　　　　　,7,12,466,225.2,24.8,120,13.5,13
615510208,1310333320151205,ハンキードーリ　　　　　　　　　　　,6,13,456,237.3,22,132.5,14.4,19
615510209,1310495720151205,ビレッジゴールド　　　　　　　　　　,3,5,464,12.9,2.4,9.8,2.4,28
615510210,1310571320151205,ミッキーディンドン　　　　　　　　　,5,4,480,8.4,2.3,11.8,2.8,22
615510211,1310110020151205,オルデトワール　　　　　　　　　　　,11,14,482,241.2,29.7,164.3,17.6,7
615510212,1310065320151205,シゲルクロダイ　　　　　　　　　　　,2,1,492,2.2,1.1,2.5,1.1,33
615510213,1310910120151205,ノーブルポセイドン　　　　　　　　　,9,8,500,19,2.6,20.8,2.5,11
615510214,1310486220151205,ウイントリオンフ　　　　　　　　　　,4,7,490,15.3,3.6,9.6,2.8,26
615510215,1310553220151205,ダイワチャーチル　　　　　　　　　　,1,2,502,5.9,1.6,5.9,1.9,39
615510216,1310365820151205,ジークフリート　　　　　　　　　　　,14,15,452,291,33.9,167.3,19.4,-3
615510301,1310247220151205,ウエヲムイテアルコ　　　　　　　　　,5,2,464,5.7,1.1,6.4,1.3,33
615510302,1310395820151205,シンキングダンサー　　　　　　　　　,11,4,470,15.3,1.9,15.5,2.5,29
615510303,1310272720151205,ラペルトワ　　　　　　　　　　　　　,3,6,496,23.6,2.9,20.6,2.2,34
